date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-21 00:00:00,7.9,4.1,13.7,0,,340,14,24.1,1033.2,
2024-01-22 00:00:00,8.6,4.2,14.4,0,,329,15.8,40.8,1032.6,
2024-01-23 00:00:00,10.5,7,16.1,0,,15,14.3,27.8,1035,
2024-01-24 00:00:00,11.8,8.4,17.6,0,,12,7.7,24.1,1035.5,
2024-01-25 00:00:00,12.3,8.6,16.8,0,,311,10.2,24.1,1031.4,
2024-01-26 00:00:00,13.1,9.8,21,0,,353,13.8,27.8,1030.8,
2024-01-27 00:00:00,11.6,8.6,16.8,0,,24,10.7,20.4,1030.8,
2024-01-28 00:00:00,11,7.7,15,0,,36,12.8,20.4,1031.2,
2024-01-29 00:00:00,13,11.8,15.1,0,,37,11.4,22.2,1032.3,
2024-01-30 00:00:00,12.3,9.4,16.1,0,,49,9.8,20.4,1033.7,
2024-01-31 00:00:00,11.2,8.2,15.1,0,,317,13.9,22.2,1034.7,
2024-02-01 00:00:00,11.1,7.6,15.7,0,,315,13.8,25.9,1032.6,
2024-02-02 00:00:00,11.4,8.6,16.8,0,,333,14.5,25.9,1031.6,
2024-02-03 00:00:00,11.3,7.2,16.9,0,,298,19,33.3,1031.5,
2024-02-04 00:00:00,11.8,8.1,16.9,0,,290,12.1,29.6,1029.9,
2024-02-05 00:00:00,11.7,7.5,16.2,0,,280,15.1,35.2,1027.4,
2024-02-06 00:00:00,11.2,8,15.1,0,,29,10,25.9,1023.7,
2024-02-07 00:00:00,11.7,7.2,16.4,0,,305,12.8,37,1019,
2024-02-08 00:00:00,12.8,8.9,18.7,0.2,,281,16.5,40.8,1011,
2024-02-09 00:00:00,13.7,11.8,16,5.8,,239,19.9,42.6,996.1,
2024-02-10 00:00:00,13.2,9.9,16.6,0,,281,17.8,51.8,989.4,
2024-02-11 00:00:00,11.8,7.3,16.5,0,,315,21.6,63,1004.2,
2024-02-12 00:00:00,12.4,5.9,20.6,0,,318,15.5,53.7,1008.3,
2024-02-13 00:00:00,11.7,9.3,15.6,0,,309,12.2,25.9,1020.9,
2024-02-14 00:00:00,12.2,8.8,18.3,0,,303,12.3,24.1,1024.2,
2024-02-15 00:00:00,13.7,10.8,19.9,0,,308,8.3,18.5,1019.8,
2024-02-16 00:00:00,13.1,10.8,16.2,0.1,,25,12.5,22.2,1019.6,
2024-02-17 00:00:00,13.7,10.1,18.9,0,,337,12.9,24.1,1027.5,
2024-02-18 00:00:00,12.4,8.8,16.4,0,,296,13.4,29.6,1032.4,
2024-02-19 00:00:00,13.2,10,19.9,0,,324,9.9,22.2,1030.2,
2024-02-20 00:00:00,12.4,9.8,16.5,0,,300,14.1,27.8,1027.8,
2024-02-21 00:00:00,11.8,8.4,15.6,0,,285,13.6,35.2,1025.2,
2024-02-22 00:00:00,12.9,11.4,17.3,1.5,,249,17.7,50,1011.3,
2024-02-23 00:00:00,12.1,8.3,16.5,0,,281,17.5,53.7,1005.4,
2024-02-24 00:00:00,10.1,5.7,15.5,1.6,,343,13.9,31.5,1008.5,
2024-02-25 00:00:00,10.8,5.7,14.4,0,,277,15.5,51.8,1008.5,
2024-02-26 00:00:00,13.8,10.1,17.6,0,,268,15.1,42.6,999.7,
2024-02-27 00:00:00,11.9,8.5,19.2,0,,356,15.1,33.3,1006.6,
2024-02-28 00:00:00,11.9,8.2,16,0,,305,12.3,27.8,1014.6,
2024-02-29 00:00:00,11.4,7.2,15.6,0.3,,296,17.2,29.6,1013.2,
2024-03-01 00:00:00,13.2,9.1,19.3,0,,318,14.9,44.5,1010.3,
2024-03-02 00:00:00,12.8,8.2,15.8,0.6,,245,19.7,50,1005.1,
2024-03-03 00:00:00,10.7,5.3,14.9,1.4,,295,23.5,63,1000.7,
2024-03-04 00:00:00,10.9,6.1,16,0,,310,16.3,38.9,1012.2,
2024-03-05 00:00:00,11.9,6.6,19.6,0,,354,13,31.5,1019.3,
2024-03-06 00:00:00,10.5,6.3,16,0,,344,11.6,24.1,1021.7,
2024-03-07 00:00:00,11.2,7.1,15.5,1.2,,84,12.8,25.9,1015.5,
2024-03-08 00:00:00,13.2,9,16.1,4.3,,210,19.7,57.4,1005.5,
2024-03-09 00:00:00,12.1,9.2,14.2,15,,237,20.2,55.5,998.2,
2024-03-10 00:00:00,10.9,6.8,15.3,0,,274,17,55.5,998.5,
2024-03-11 00:00:00,13.2,8.2,19.1,0,,341,16.4,38.9,1010.1,
2024-03-12 00:00:00,11.5,7.8,15.7,0,,348,12.6,25.9,1021,
2024-03-13 00:00:00,11.4,7.4,15.7,0,,291,18.7,38.9,1019,
2024-03-14 00:00:00,12,7.7,16.2,0,,279,15.9,42.6,1017.8,
2024-03-15 00:00:00,13.8,11.9,16.9,0,,263,10,25.9,1019.5,
2024-03-16 00:00:00,14,10.8,17.8,0,,258,8.4,25.9,1024,
2024-03-17 00:00:00,13.4,12.2,15.5,0,,249,14.7,37,1021.6,
2024-03-18 00:00:00,14.3,11,18.5,0,,232,9.7,24.1,1018.4,
2024-03-19 00:00:00,14.7,12.1,18.5,0,,17,9.9,25.9,1017.2,
2024-03-20 00:00:00,14.6,12.2,18.1,0,,53,19.4,31.5,1019,
2024-03-21 00:00:00,14.8,13.1,17.3,0,,87,15.5,29.6,1024.1,
2024-03-22 00:00:00,16.9,12.1,23.1,0,,288,9.7,24.1,1020.3,
2024-03-23 00:00:00,15.8,13.1,20,0,,311,10.8,31.5,1018.7,
2024-03-24 00:00:00,13.4,12.3,15.3,0.1,,114,11.3,31.5,1016.4,
2024-03-25 00:00:00,12.6,11.6,14.3,22.8,,48,9.9,27.8,1003.6,
2024-03-26 00:00:00,12.9,8.4,16.7,0.6,,281,15.9,48.2,991.3,
2024-03-27 00:00:00,11.9,7.1,16.7,0,,258,18.4,59.3,995.6,
2024-03-28 00:00:00,16.2,14.1,20,0,,230,21.9,59.3,1000.3,
2024-03-29 00:00:00,15.6,14.1,18.7,0,,208,11,38.9,999.4,
2024-03-30 00:00:00,14.2,11.8,16.6,0.7,,230,18.4,40.8,997.5,
2024-03-31 00:00:00,14.1,11.7,16.5,13.2,,223,24.8,48.2,997.2,
2024-04-01 00:00:00,13.3,7.5,18.2,0,,254,19.4,59.3,1008.4,
2024-04-02 00:00:00,12.6,10.6,17.8,0,,256,14.8,31.5,1018.3,
2024-04-03 00:00:00,15,10.1,19.7,0,,206,10,38.9,1017.6,
2024-04-04 00:00:00,14.6,10.8,18.3,0,,256,13.6,31.5,1019.5,
2024-04-05 00:00:00,15.6,12.2,20.4,0,,233,11,25.9,1020.1,
2024-04-06 00:00:00,15.1,11.4,19,0,,48,20.2,35.2,1020,
2024-04-07 00:00:00,16.7,15.2,20.1,0,,57,21.1,44.5,1017.1,
2024-04-08 00:00:00,16.1,14.4,19.7,0,,84,16.5,29.6,1010.6,
2024-04-09 00:00:00,14.6,10.6,18.9,0,,39,16.9,33.3,1019.5,
2024-04-10 00:00:00,12.8,8.4,17.6,0,,356,13.5,25.9,1026.5,
2024-04-11 00:00:00,13.7,9.7,18,0,,301,13.9,27.8,1028.8,
2024-04-12 00:00:00,16.6,11.9,21.3,0,,292,14.6,25.9,1030,
2024-04-13 00:00:00,18.4,14.3,25.4,0,,62,12.2,20.4,1027.1,
2024-04-14 00:00:00,18.3,12.6,25.4,0,,270,15.2,33.3,1024.1,
2024-04-15 00:00:00,17.3,13.6,20.7,0,,202,10.6,25.9,1018.6,
2024-04-16 00:00:00,15.9,13.4,18.5,1.1,,110,16.1,31.5,1015.2,
2024-04-17 00:00:00,14.2,12.2,16.7,0,,225,15.9,37,1014.9,
2024-04-18 00:00:00,14.1,11.1,17.3,0,,77,16.6,37,1015.8,
2024-04-19 00:00:00,13.6,9.2,18,0,,301,21,48.2,1021.2,
2024-04-20 00:00:00,14.5,10.5,18.2,0,,235,12.4,27.8,1016.8,
2024-04-21 00:00:00,13.7,11.6,16.6,1.3,,203,10.1,29.6,1016.7,
2024-04-22 00:00:00,11.3,8.6,15,10.2,,223,15.6,42.6,1015.9,
2024-04-23 00:00:00,11.2,6.8,15,0,,196,13.7,35.2,1015.2,
2024-04-24 00:00:00,11.8,6.1,17.4,0,,281,17.2,31.5,1015.1,
2024-04-25 00:00:00,13.4,11.7,15.8,0.4,,56,18.9,37,1010.6,
2024-04-26 00:00:00,14.4,10.7,17.8,0,,234,10.4,33.3,1007.6,
2024-04-27 00:00:00,16.7,15.2,19.3,1.5,,125,14.4,38.9,1005.4,
2024-04-28 00:00:00,15.6,14.2,17.2,10.3,,158,11.9,27.8,1011.6,
2024-04-29 00:00:00,13.6,13,14.8,68.4,,41,16.2,50,1014.5,
2024-04-30 00:00:00,15.2,13.8,17.5,0,,74,16.9,44.5,1012.3,
2024-05-01 00:00:00,15.8,11.5,22,0,,274,14,44.5,1005.4,
2024-05-02 00:00:00,14.7,10,19,0,,268,22.8,46.3,1011.1,
2024-05-03 00:00:00,14.6,9.4,20.3,0,,291,19.2,46.3,1017.6,
2024-05-04 00:00:00,16.6,12,21.2,0,,250,18,57.4,1015.9,
2024-05-05 00:00:00,16.3,12.8,19.8,0,,215,9.4,31.5,1013.7,
2024-05-06 00:00:00,16.8,14.8,22.2,0,,183,12.6,33.3,1011.5,
2024-05-07 00:00:00,16.1,14.1,18.9,0,,207,15.8,35.2,1017.5,
2024-05-08 00:00:00,16.8,12.2,21.6,0,,292,14.8,33.3,1019.8,
2024-05-09 00:00:00,17.9,13.7,20.5,0,,281,15,29.6,1019.8,
2024-05-10 00:00:00,17.9,13.9,22.6,0,,260,14.4,35.2,1018.8,
2024-05-11 00:00:00,17.8,14,22.2,0,,255,12.2,29.6,1018.2,
2024-05-12 00:00:00,18.4,14.8,22.8,0,,268,11.4,27.8,1016.9,
2024-05-13 00:00:00,18.8,16.1,22.1,0.1,,83,11.9,24.1,1013.2,
2024-05-14 00:00:00,18.1,15.6,22.3,12.8,,76,17,35.2,1005.7,
2024-05-15 00:00:00,16.2,14,18.3,1.2,,213,10.2,33.3,1007.1,
2024-05-16 00:00:00,16,13.3,20.4,4.1,,328,9.3,35.2,1008.1,
2024-05-17 00:00:00,17.3,14.3,21.2,1,,77,13.6,31.5,1009.5,
2024-05-18 00:00:00,16.9,14.5,20.5,2,,50,16.1,29.6,1011.5,
2024-05-19 00:00:00,17.4,14.1,20.5,0,,91,13.9,29.6,1011,
2024-05-20 00:00:00,19,16.2,22.6,0,,268,15,33.3,1009.5,
2024-05-21 00:00:00,18.6,15,22.9,0,,273,16.1,37,1012.4,
2024-05-22 00:00:00,18.4,16.1,21,0,,140,15.4,31.5,1016.2,
2024-05-23 00:00:00,17.7,15.1,20.8,0,,88,15.1,33.3,1018.1,
2024-05-24 00:00:00,18.3,16.2,21.2,0,,72,18.1,35.2,1018.3,
2024-05-25 00:00:00,17.7,14.1,21.4,0,,268,14.1,29.6,1017.8,
2024-05-26 00:00:00,19.2,15.1,23,0.6,,255,10.4,27.8,1017.7,
2024-05-27 00:00:00,20.2,18.4,23.5,0,,81,19.2,35.2,1018.2,
2024-05-28 00:00:00,19.6,16.8,22.9,0,,234,15.8,40.8,1019.7,
2024-05-29 00:00:00,19.7,16.7,23.5,0,,246,15.9,35.2,1017,
2024-05-30 00:00:00,20.5,17.4,24.5,0,,224,15.4,31.5,1012.1,
2024-05-31 00:00:00,20.2,18.4,23.8,0.3,,211,18.9,46.3,1013.7,
2024-06-01 00:00:00,18.7,16.6,21.6,6.8,,206,14.4,35.2,1016.4,
2024-06-02 00:00:00,18.8,15.5,22.6,0,,273,15.1,33.3,1018.1,
2024-06-03 00:00:00,20.3,17.2,23.7,0,,271,19.1,42.6,1017,
2024-06-04 00:00:00,20.4,17.6,24.5,0,,251,15.4,38.9,1015.4,
2024-06-05 00:00:00,20.7,18.1,24.5,0,,251,15.7,40.8,1016.7,
2024-06-06 00:00:00,22.1,17.9,26.4,0,,265,14.2,35.2,1017.4,
2024-06-07 00:00:00,22.8,19.1,28.5,0,,69,15.6,29.6,1017.2,
2024-06-08 00:00:00,23.4,21.7,26.3,0,,67,26.1,46.3,1009.9,
2024-06-09 00:00:00,21.9,20.3,24.3,1.6,,136,13.5,31.5,1005.9,
2024-06-10 00:00:00,19.9,18.9,22.1,0.1,,50,12,31.5,1011.5,
2024-06-11 00:00:00,18.6,15.9,22.4,24.5,,2,10,25.9,1014.5,
2024-06-12 00:00:00,18.2,14.2,22.5,20.1,,296,14.1,33.3,1017.4,
2024-06-13 00:00:00,18.4,13.8,23.1,0,,288,20.3,46.3,1019.8,
2024-06-14 00:00:00,21.2,18.7,24.8,0,,255,16.3,42.6,1015.2,
2024-06-15 00:00:00,21,17.8,24.1,0,,99,19.1,35.2,1012.8,
2024-06-16 00:00:00,20.3,17.5,23.7,0,,162,11.7,29.6,1014.4,
2024-06-17 00:00:00,21.9,19,25.5,0,,187,13.6,27.8,1013.6,
2024-06-18 00:00:00,22.7,19.7,26.9,0,,72,18,33.3,1012.6,
2024-06-19 00:00:00,22,19.7,25.6,5.8,,95,12.9,27.8,1012.1,
2024-06-20 00:00:00,21.6,20.3,24.4,0.6,,78,18.1,29.6,1015.2,
2024-06-21 00:00:00,21.9,18.4,25.8,0,,232,13.5,38.9,1017.9,
2024-06-22 00:00:00,22.3,19.3,26,1.2,,95,14.3,27.8,1018.5,
2024-06-23 00:00:00,20,17.6,22.7,0.1,,140,12.6,37,1016.4,
2024-06-24 00:00:00,22.4,20.5,26.3,0,,279,11.9,37,1014.2,
2024-06-25 00:00:00,22.7,20.3,26.3,0,,256,20.4,44.5,1012.1,
2024-06-26 00:00:00,22.7,20.1,26.5,0,,247,13.1,37,1012.2,
2024-06-27 00:00:00,23.9,21.2,27.8,0,,53,14.1,27.8,1013.1,
2024-06-28 00:00:00,24.7,20.8,29,0.3,,56,21.2,35.2,1014.3,
2024-06-29 00:00:00,23.4,20.6,27.3,0,,183,19.1,42.6,1011,
2024-06-30 00:00:00,22.7,22.4,25,10.4,,93,17.2,31.5,1014.4,
2024-07-01 00:00:00,21.2,19.3,24,14.1,,341,11.8,25.9,1016,
2024-07-02 00:00:00,21.8,18.6,25.5,0,,79,14,31.5,1016.5,
2024-07-03 00:00:00,22.4,20.2,25.2,0,,105,12.6,31.5,1013.7,
2024-07-04 00:00:00,22.4,19.3,26,0,,90,12.1,27.8,1015.1,
2024-07-05 00:00:00,23.4,20.4,26.7,0,,172,10.6,27.8,1014.4,
2024-07-06 00:00:00,24.1,21.6,28,0,,75,16.7,33.3,1010.4,
2024-07-07 00:00:00,23.2,21.2,26.7,0,,267,15.8,40.8,1013.3,
2024-07-08 00:00:00,23.4,20.9,26.8,0,,255,14.5,33.3,1015.5,
2024-07-09 00:00:00,24.1,21.2,27.7,0,,251,11.8,29.6,1015.6,
2024-07-10 00:00:00,24.5,21.5,28.5,0,,266,16.4,37,1016.2,
2024-07-11 00:00:00,25.4,22.9,29.2,0,,240,14.3,33.3,1016,
2024-07-12 00:00:00,25.3,22.4,28.6,0.3,,193,11.4,31.5,1013,
2024-07-13 00:00:00,23.4,21.8,25.8,0,,157,10.3,27.8,1013.5,
2024-07-14 00:00:00,24.1,20.5,28.5,0,,265,18.3,42.6,1012.4,
2024-07-15 00:00:00,25.3,22.7,28.6,0,,254,15.9,38.9,1012.2,
2024-07-16 00:00:00,25.4,23.6,28.5,0,,112,11.5,27.8,1015.5,
2024-07-17 00:00:00,24.9,22.2,28.4,0,,265,12.8,31.5,1017.9,
2024-07-18 00:00:00,24.9,21.3,28.6,0.1,,259,14,37,1017.9,
2024-07-19 00:00:00,26.3,23.7,29.5,0,,224,15.6,37,1016.7,
2024-07-20 00:00:00,26.1,22,29.6,0,,262,13.8,35.2,1010.3,
2024-07-21 00:00:00,25.9,24.2,30.3,0.7,,167,15.1,38.9,1009.4,
2024-07-22 00:00:00,24.7,21.4,28.6,0,,271,17.8,35.2,1017.3,
2024-07-23 00:00:00,24.8,20.9,28.8,0,,274,15.9,38.9,1019,
2024-07-24 00:00:00,25.7,22.3,29.4,0,,247,12.8,37,1017,
2024-07-25 00:00:00,25.6,22.4,29.4,0,,258,12,31.5,1012.9,
2024-07-26 00:00:00,26.2,22.7,30.5,0,,270,11.3,27.8,1012,
2024-07-27 00:00:00,26.1,22.6,30.7,0,,194,11,25.9,1013.8,
2024-07-28 00:00:00,26.4,23.7,30.3,0,,68,19,35.2,1017.8,
2024-07-29 00:00:00,26.7,23.5,31.6,0,,276,15.2,29.6,1017.3,
2024-07-30 00:00:00,28.1,23.2,34.5,0,,255,14.2,40.8,1015.3,
2024-07-31 00:00:00,28.3,24.1,34.3,0,,266,13,33.3,1013.2,
2024-08-01 00:00:00,27.7,24.8,31.8,0,,77,12.2,27.8,1012.1,
2024-08-02 00:00:00,27,20.1,32.3,9.1,,301,13.5,25.9,1010.2,
2024-08-03 00:00:00,25.4,21.4,30.5,0,,303,17.3,35.2,1012.4,
2024-08-04 00:00:00,26.4,23.9,31.2,0,,279,14.8,33.3,1014.1,
2024-08-05 00:00:00,26.2,23.5,30.1,0,,265,13.7,37,1012.7,
2024-08-06 00:00:00,26.6,23.6,30.4,0,,269,13.8,31.5,1011.4,
2024-08-07 00:00:00,27.1,23.7,30.8,0,,72,11.3,29.6,1012.8,
2024-08-08 00:00:00,26.7,23.5,30.4,0,,74,12.2,24.1,1015.1,
2024-08-09 00:00:00,27.3,23.8,31.9,0,,292,10.6,25.9,1017.5,
2024-08-10 00:00:00,27.9,24.5,32.2,0,,44,11.7,24.1,1018,
2024-08-11 00:00:00,27.1,24.9,29.5,0,,75,15.8,31.5,1015.8,
2024-08-12 00:00:00,26.9,23.7,30.4,0,,76,11.5,25.9,1012.2,
2024-08-13 00:00:00,27.1,24.2,30.9,0.2,,52,11.9,24.1,1010.4,
2024-08-14 00:00:00,25.8,22.6,31.1,0.5,,45,18,27.8,1011.2,
2024-08-15 00:00:00,24.7,21,29.5,0.2,,350,14.1,27.8,1015.3,
2024-08-16 00:00:00,24.9,22.3,29.1,0,,333,13.5,24.1,1016.1,
2024-08-17 00:00:00,26.5,23,30.5,0,,272,15.7,42.6,1014.7,
2024-08-18 00:00:00,25.4,23.7,28.5,0,,72,15,37,1012.6,
2024-08-19 00:00:00,24.7,22.9,28.2,0,,310,14.4,33.3,1012.9,
2024-08-20 00:00:00,24.8,20.9,30.1,0,,283,15.5,35.2,1013.3,
2024-08-21 00:00:00,26,22.8,30.4,0,,298,16.9,40.8,1016.2,
2024-08-22 00:00:00,26.5,24.5,30.1,0,,253,14.6,40.8,1014,
2024-08-23 00:00:00,26.5,24.2,30,0,,255,12.7,33.3,1014.6,
2024-08-24 00:00:00,26.2,23.2,29.9,0,,231,10.6,31.5,1014.6,
2024-08-25 00:00:00,26.2,23.9,29.3,0,,99,15.1,22.2,1017.3,
2024-08-26 00:00:00,25.5,23.3,29.7,0,,268,15.3,35.2,1016.9,
2024-08-27 00:00:00,26.2,23.9,29.9,0,,251,15.3,31.5,1015.1,
2024-08-28 00:00:00,25.8,23.5,29.1,0,,235,11.5,27.8,1015.6,
2024-08-29 00:00:00,25.5,23.9,28.3,0,,87,11.5,29.6,1016.8,
2024-08-30 00:00:00,24.9,21.3,29.1,0,,92,11.9,35.2,1016.5,
2024-08-31 00:00:00,25.7,23,29.6,0,,50,11.9,35.2,1015.9,
2024-09-01 00:00:00,25.4,23.3,28.8,0.1,,44,14.9,31.5,1013.9,
2024-09-02 00:00:00,24.9,21.4,29.4,0,,57,12.9,31.5,1013.2,
2024-09-03 00:00:00,22.6,20.2,27,3.9,,5,13.9,35.2,1014.2,
2024-09-04 00:00:00,20.1,16.8,25.2,7.5,,355,13.8,24.1,1013.2,
2024-09-05 00:00:00,20.7,16.8,25.2,0,,9,12.9,27.8,1011,
2024-09-06 00:00:00,23.9,20.1,28.7,0,,83,17.8,31.5,1008.3,
2024-09-07 00:00:00,25.1,21.8,29,4.6,,256,16.5,37,1008.4,
2024-09-08 00:00:00,22.4,19.4,25.2,42,,49,12.4,25.9,1010.9,
2024-09-09 00:00:00,22.7,18.1,27.6,0,,19,14.7,31.5,1014.2,
2024-09-10 00:00:00,22.1,19.3,26,0,,314,16.9,29.6,1015.7,
2024-09-11 00:00:00,20.9,17.5,25,0,,16,14.1,27.8,1014.5,
2024-09-12 00:00:00,20.4,16.7,24.2,1.6,,64,14.1,35.2,1012.6,
2024-09-13 00:00:00,17.1,15,22.9,0,,356,12.5,29.6,1019.1,
2024-09-14 00:00:00,19.3,13.5,25.2,0,,325,17.3,35.2,1022.1,
2024-09-15 00:00:00,19.7,14,26.3,0,,310,16.4,31.5,1017.8,
2024-09-16 00:00:00,20.3,15.6,27.6,0,,338,15.2,27.8,1014.8,
2024-09-17 00:00:00,19.8,17,24.6,1.4,,54,14.6,27.8,1013.6,
2024-09-18 00:00:00,18.9,17.5,21.9,21.6,,42,13.3,29.6,1016.2,
2024-09-19 00:00:00,19.9,16.3,24.3,3.5,,319,12.1,25.9,1015.8,
2024-09-20 00:00:00,19.3,16.9,22.6,7.3,,41,13.6,24.1,1016.9,
2024-09-21 00:00:00,19.9,18.4,23.1,0.5,,48,15.2,25.9,1016.5,
2024-09-22 00:00:00,19.9,18.4,24.3,0.5,,351,10.9,25.9,1014.2,
2024-09-23 00:00:00,19.9,18.2,22.8,4.7,,121,13.7,33.3,1013.5,
2024-09-24 00:00:00,20.7,17.3,26.6,0,,341,17.5,29.6,1012.2,
2024-09-25 00:00:00,20.6,16,25.3,0,,304,16.2,29.6,1012.9,
2024-09-26 00:00:00,23.7,20.1,27.7,0,,257,17.6,51.8,1007.9,
2024-09-27 00:00:00,22.3,18,27.8,0,,325,18.5,42.6,1011.8,
2024-09-28 00:00:00,18.3,14.1,22.8,0,,353,13.3,31.5,1020.7,
2024-09-29 00:00:00,19.2,14.5,23.8,0,,271,19.3,37,1022.9,
2024-09-30 00:00:00,20.9,17,25.4,0,,274,16.7,37,1020.3,
2024-10-01 00:00:00,20.9,18.3,25.3,0,,293,18.6,44.5,1015.5,
2024-10-02 00:00:00,20.4,15.9,24.6,24.3,,47,16.6,31.5,1009.2,
2024-10-03 00:00:00,18.5,15.2,24.5,11.3,,310,16.5,42.6,1008,
2024-10-04 00:00:00,17.8,14.1,23,0,,318,16.8,29.6,1012.5,
2024-10-05 00:00:00,17.6,13,23.9,0,,323,15.2,29.6,1013.2,
2024-10-06 00:00:00,20.4,17,25.1,0,,315,13.8,29.6,1009.7,
2024-10-07 00:00:00,21.1,18.1,25.1,2.2,,38,10.6,24.1,1007.4,
2024-10-08 00:00:00,20.1,16.4,25.7,0,,290,18.2,53.7,1006.6,
2024-10-09 00:00:00,21.2,17.6,25,0,,261,18.4,57.4,1003.7,
2024-10-10 00:00:00,19.6,15.5,23,0,,10,13.1,33.3,1007.2,
2024-10-11 00:00:00,17.3,13.6,22.4,0,,21,12.6,25.9,1015.1,
2024-10-12 00:00:00,19,16,23.7,2.9,,321,12,31.5,1014.3,
2024-10-13 00:00:00,19.1,16.1,23.2,0,,34,15.2,24.1,1018,
2024-10-14 00:00:00,20,18.4,23.7,0,,41,18.5,35.2,1017.7,
2024-10-15 00:00:00,21.1,20.2,24.1,9.7,,63,21.6,44.5,1013.6,
2024-10-16 00:00:00,21.3,18.9,25.4,0,,270,10.1,29.6,1010.9,
2024-10-17 00:00:00,20.1,16.1,26.6,0,,323,15.7,33.3,1010.7,
2024-10-18 00:00:00,16.4,14.2,20.6,0,,339,13.3,27.8,1016.7,
2024-10-19 00:00:00,16.1,12.1,21.8,0,,342,13.6,25.9,1018.6,
2024-10-20 00:00:00,18,13.5,24.6,0,,349,12,24.1,1021.8,
2024-10-21 00:00:00,18.7,15.4,24.1,0,,35,17,25.9,1024.8,
2024-10-22 00:00:00,18.2,15.6,22.4,0.2,,44,18.4,35.2,1026.5,
2024-10-23 00:00:00,18.1,15.5,22.8,0,,40,12.2,22.2,1027.4,
2024-10-24 00:00:00,17.3,14.4,21.8,0,,347,10.2,20.4,1024.1,
2024-10-25 00:00:00,18.6,15.5,22.6,33.9,,297,12.3,24.1,1018.6,
2024-10-26 00:00:00,14.8,12.2,17.6,22.6,,3,13.4,29.6,1013.9,
2024-10-27 00:00:00,15,11.7,19.4,8.4,,32,23.2,40.8,1017.7,
2024-10-28 00:00:00,18.4,17,21.1,21.9,,56,24.6,48.2,1021.7,
2024-10-29 00:00:00,19.1,16.8,22.5,0.1,,55,28.7,50,1022.2,
2024-10-30 00:00:00,19.6,19,21,1.6,,68,35.9,61.1,1019.9,
2024-10-31 00:00:00,20,18.5,22.8,0,,72,25.9,50,1021.8,
2024-11-01 00:00:00,18.1,15.6,22.2,0.1,,52,20.7,42.6,1022.1,
2024-11-02 00:00:00,17.4,16,20.2,0.8,,41,22.5,51.8,1020.6,
2024-11-03 00:00:00,17.1,15,20,15.3,,32,18.8,40.8,1023.9,
2024-11-04 00:00:00,18.2,15.8,20.3,144.2,,53,20.4,35.2,1023.2,
2024-11-05 00:00:00,18.9,17.3,23.1,0.1,,41,10.3,24.1,1022.9,
2024-11-06 00:00:00,18.1,16.1,22,0,,30,14,27.8,1025.2,
2024-11-07 00:00:00,17.1,15.2,20.5,0,,33,18.6,42.6,1024.4,
2024-11-08 00:00:00,16.8,14.4,21.4,0,,13,12.7,24.1,1022.2,
2024-11-09 00:00:00,16,13.4,20.4,0,,13,11.5,24.1,1022.1,
2024-11-10 00:00:00,15.8,13,21.3,0,,358,16.7,29.6,1022.7,
2024-11-11 00:00:00,14.5,11.4,20.6,0,,340,14.9,25.9,1023.2,
2024-11-12 00:00:00,12.3,10.4,16.6,10.8,,11,17.7,29.6,1018.9,
2024-11-13 00:00:00,12.9,9.4,17,1.5,,40,28.6,59.3,1019,
2024-11-14 00:00:00,13.4,10.5,18.6,0,,31,15.9,29.6,1021.3,
2024-11-15 00:00:00,13.8,12.6,18,0,,8,9.5,22.2,1023.4,
2024-11-16 00:00:00,14.2,11.6,19.7,0,,333,11,22.2,1021.7,
2024-11-17 00:00:00,14.1,10.8,19.6,0,,342,14.6,27.8,1018.6,
2024-11-18 00:00:00,13.1,10.2,17.4,0,,336,15.5,27.8,1017.5,
2024-11-19 00:00:00,14.8,11.3,20.9,0,,317,11.9,31.5,1015,
2024-11-20 00:00:00,17.2,15.4,20.3,0,,306,21.9,53.7,1010.7,
2024-11-21 00:00:00,15.7,11,19.3,0,,291,21.7,55.5,1008.3,
2024-11-22 00:00:00,15.5,11.5,18.8,2.2,,269,16.4,53.7,1012.3,
2024-11-23 00:00:00,13.6,10.6,18,0.1,,312,14.6,31.5,1025.5,
2024-11-24 00:00:00,16.4,14.3,20.7,0,,83,9.2,20.4,1025.4,
2024-11-25 00:00:00,15.9,13.6,20.1,0,,344,10.4,27.8,1020,
2024-11-26 00:00:00,14.1,12.2,18.3,0,,341,12.3,24.1,1022.4,
2024-11-27 00:00:00,12.3,9.8,18.3,0,,347,14.1,24.1,1024.1,
2024-11-28 00:00:00,11.2,7.3,17.6,0,,330,16.5,27.8,1025.5,
2024-11-29 00:00:00,12.1,8.2,19.4,0,,9,14,31.5,1024.5,
2024-11-30 00:00:00,12.4,8.5,17.8,0,,8,12.6,25.9,1027.2,
2024-12-01 00:00:00,14.2,11.9,17.4,0,,322,12.4,24.1,1024.7,
2024-12-02 00:00:00,13.9,11.1,21.4,0,,349,14.2,29.6,1021.4,
2024-12-03 00:00:00,11.9,9.5,16.7,0.2,,354,14.8,25.9,1020.1,
2024-12-04 00:00:00,11.4,9.4,15.6,0,,356,12.7,20.4,1021.2,
2024-12-05 00:00:00,11,8.2,16.4,0,,5,16.4,29.6,1025.9,
2024-12-06 00:00:00,13,10.3,18.8,0,,7,14.3,31.5,1022.5,
